1,0,17670250,552195.0,0,0,1,1,1,0
2,250,17670500,552203.0,0,0,1,1,1,0
3,500,17670750,552210.0,0,0,1,1,1,0
4,750,17671000,552218.0,0,0,1,1,1,0
5,1000,17671250,552226.0,0,0,1,1,1,0
6,1250,17671500,552234.0,0,0,1,1,1,0
7,1500,17671750,552242.0,0,0,1,1,1,0
8,1750,17672000,552250.0,0,0,1,1,1,0
9,2000,17672250,552257.0,0,0,1,1,1,0
10,2250,17672500,552265.0,0,0,1,1,1,0
11,2500,17672750,552273.0,0,0,1,1,1,0
12,2750,17673000,552281.0,0,0,1,1,1,0
13,3000,17673250,552289.0,0,0,1,1,1,0
14,3250,17673500,552296.0,0,0,1,1,1,0
15,3500,17673750,552304.0,0,0,1,1,1,0
16,3750,17674000,552312.0,0,0,1,1,1,0
17,4000,17674250,552320.0,0,0,1,1,1,0
18,4250,17674500,552328.0,0,0,1,1,1,0
19,4500,17674750,552335.0,0,0,1,1,1,0
20,4750,17675000,552343.0,0,0,1,1,1,0
21,5000,17675250,552351.0,0,0,1,1,1,0
22,5250,17675500,552359.0,0,0,1,1,1,0
23,5500,17675750,552367.0,0,0,1,1,1,0
24,5750,17676000,552375.0,0,0,1,1,1,0
25,6000,17676250,552382.0,0,0,1,1,1,0
26,6250,17676500,552390.0,0,0,1,1,1,0
27,6500,17676750,552398.0,0,0,1,1,1,0
28,6750,17677000,552406.0,0,0,1,1,1,0
29,7000,17677250,552414.0,0,0,1,1,1,0
30,7250,17677500,552421.0,0,0,1,1,1,0
31,7500,17677750,552429.0,0,0,1,1,1,0
32,7750,17678000,552437.0,0,0,1,1,1,0
33,8000,17678250,552445.0,0,0,1,1,1,0
34,8250,17678500,552453.0,0,0,1,1,1,0
35,8500,17678750,552460.0,0,0,1,1,1,0
36,8750,17679000,552468.0,0,0,1,1,1,0
37,9000,17679250,552476.0,0,0,1,1,1,0
38,9250,17679500,552484.0,0,0,1,1,1,0
39,9500,17679750,552492.0,0,0,1,1,1,0
40,9750,17680000,552500.0,1,1,0,1,1,0
41,10000,17680250,552507.0,1,1,0,1,1,0
42,10250,17680500,552515.0,1,1,0,1,1,0
43,10500,17680750,552523.0,1,1,0,1,1,0
44,10750,17681000,552531.0,1,1,0,1,1,0
45,11000,17681250,552539.0,1,1,0,1,1,0
46,11250,17681500,552546.0,1,1,0,1,1,0
47,11500,17681750,552554.0,1,1,0,1,1,0
48,11750,17682000,552562.0,1,1,0,1,1,0
49,12000,17682250,552570.0,1,1,0,1,1,0
50,12250,17682500,552578.0,1,1,0,1,1,0
51,12500,17682750,552585.0,1,1,0,1,1,0
52,12750,17683000,552593.0,1,1,0,1,1,0
53,13000,17683250,552601.0,1,1,0,1,1,0
54,13250,17683500,552609.0,1,1,0,1,1,0
55,13500,17683750,552617.0,1,1,0,1,1,0
56,13750,17684000,552625.0,1,1,0,1,1,0
57,14000,17684250,552632.0,1,1,0,1,1,0
58,14250,17684500,552640.0,1,1,0,1,1,0
59,14500,17684750,552648.0,1,1,0,1,1,0
60,14750,17685000,552656.0,1,1,0,1,1,0
61,15000,17685250,552664.0,1,1,0,1,1,0
62,15250,17685500,552671.0,1,1,0,1,1,0
63,15500,17685750,552679.0,1,1,0,1,1,0
64,15750,17686000,552687.0,1,1,0,1,1,0
65,16000,17686250,552695.0,1,1,0,1,1,0
66,16250,17686500,552703.0,1,1,0,1,1,0
67,16500,17686750,552710.0,1,1,0,1,1,0
68,16750,17687000,552718.0,1,1,0,1,1,0
69,17000,17687250,552726.0,1,1,0,1,1,0
70,17250,17687500,552734.0,1,1,0,1,1,0
71,17500,17687750,552742.0,1,1,0,1,1,0
72,17750,17688000,552750.0,1,1,0,1,1,0
77,19000,17689250,552789.0,1,1,0,1,1,0
78,19250,17689500,552796.0,1,1,0,1,1,0
79,19500,17689750,552804.0,1,1,0,1,1,0
80,19750,17690000,552812.0,0,1,0,1,1,0
81,20000,17690250,552820.0,0,1,0,1,1,0
82,20250,17690500,552828.0,0,1,0,1,1,0
83,20500,17690750,552835.0,0,1,0,1,1,0
117,29000,17699250,553101.0,0,1,0,1,1,0
118,29250,17699500,553109.0,0,1,0,1,1,0
119,29500,17699750,553117.0,0,1,0,1,1,0
120,29750,17700000,553125.0,1,0,0,1,1,0
121,30000,17700250,553132.0,1,0,0,1,1,0
122,30250,17700500,553140.0,1,0,0,1,1,0
123,30500,17700750,553148.0,1,0,0,1,1,0
157,39000,17709250,553414.0,1,0,0,1,1,0
158,39250,17709500,553421.0,1,0,0,1,1,0
159,39500,17709750,553429.0,1,0,0,1,1,0
160,39750,17710000,553437.0,0,0,0,1,1,0
161,40000,17710250,553445.0,0,0,0,1,1,0
162,40250,17710500,553453.0,0,0,0,1,1,0
163,40500,17710750,553460.0,0,0,0,1,1,0
195,48500,17718750,553710.0,0,0,0,1,1,0
196,48750,17719000,553718.0,0,0,0,1,1,0
197,49000,17719250,553726.0,0,0,0,1,1,0
198,49250,17719500,553734.0,0,0,0,1,1,0
199,49500,17719750,553742.0,0,0,0,1,1,0
200,49750,17720000,553750.0,1,1,1,0,1,0
201,50000,17720250,553757.0,1,1,1,0,1,0
202,50250,17720500,553765.0,1,1,1,0,1,0
203,50500,17720750,553773.0,1,1,1,0,1,0
237,59000,17729250,554039.0,1,1,1,0,1,0
238,59250,17729500,554046.0,1,1,1,0,1,0
239,59500,17729750,554054.0,1,1,1,0,1,0
240,59750,17730000,554062.0,0,1,1,0,1,0
241,60000,17730250,554070.0,0,1,1,0,1,0
242,60250,17730500,554078.0,0,1,1,0,1,0
243,60500,17730750,554085.0,0,1,1,0,1,0
277,69000,17739250,554351.0,0,1,1,0,1,0
278,69250,17739500,554359.0,0,1,1,0,1,0
279,69500,17739750,554367.0,0,1,1,0,1,0
280,69750,17740000,554375.0,1,0,1,0,1,0
281,70000,17740250,554382.0,1,0,1,0,1,0
282,70250,17740500,554390.0,1,0,1,0,1,0
283,70500,17740750,554398.0,1,0,1,0,1,0
317,79000,17749250,554664.0,1,0,1,0,1,0
318,79250,17749500,554671.0,1,0,1,0,1,0
319,79500,17749750,554679.0,1,0,1,0,1,0
320,79750,17750000,554687.0,0,0,1,0,1,0
321,80000,17750250,554695.0,0,0,1,0,1,0
322,80250,17750500,554703.0,0,0,1,0,1,0
323,80500,17750750,554710.0,0,0,1,0,1,0
356,88750,17759000,554968.0,0,0,1,0,1,0
357,89000,17759250,554976.0,0,0,1,0,1,0
358,89250,17759500,554984.0,0,0,1,0,1,0
359,89500,17759750,554992.0,0,0,1,0,1,0
360,89750,17760000,555000.0,1,1,0,0,1,0
361,90000,17760250,555007.0,1,1,0,0,1,0
362,90250,17760500,555015.0,1,1,0,0,1,0
363,90500,17760750,555023.0,1,1,0,0,1,0
397,99000,17769250,555289.0,1,1,0,0,1,0
398,99250,17769500,555296.0,1,1,0,0,1,0
399,99500,17769750,555304.0,1,1,0,0,1,0
400,99750,17770000,555312.0,0,1,0,0,1,0
401,100000,17770250,555320.0,0,1,0,0,1,0
402,100250,17770500,555328.0,0,1,0,0,1,0
403,100500,17770750,555335.0,0,1,0,0,1,0
437,109000,17779250,555601.0,0,1,0,0,1,0
438,109250,17779500,555609.0,0,1,0,0,1,0
439,109500,17779750,555617.0,0,1,0,0,1,0
440,109750,17780000,555625.0,1,0,0,0,1,0
441,110000,17780250,555632.0,1,0,0,0,1,0
442,110250,17780500,555640.0,1,0,0,0,1,0
443,110500,17780750,555648.0,1,0,0,0,1,0
477,119000,17789250,555914.0,1,0,0,0,1,0
478,119250,17789500,555921.0,1,0,0,0,1,0
479,119500,17789750,555929.0,1,0,0,0,1,0
480,119750,17790000,555937.0,0,0,0,0,1,0
481,120000,17790250,555945.0,0,0,0,0,1,0
482,120250,17790500,555953.0,0,0,0,0,1,0
483,120500,17790750,555960.0,0,0,0,0,1,0
514,128250,17798500,556203.0,0,0,0,0,1,0
515,128500,17798750,556210.0,0,0,0,0,1,0
516,128750,17799000,556218.0,0,0,0,0,1,0
517,129000,17799250,556226.0,0,0,0,0,1,0
518,129250,17799500,556234.0,0,0,0,0,1,0
519,129500,17799750,556242.0,0,0,0,0,1,0
520,129750,17800000,556250.0,1,1,1,1,1,0
521,130000,17800250,556257.0,1,1,1,1,1,0
522,130250,17800500,556265.0,1,1,1,1,1,0
523,130500,17800750,556273.0,1,1,1,1,1,0
524,130750,17801000,556281.0,1,1,1,1,1,0
525,131000,17801250,556289.0,1,1,1,1,1,0
557,139000,17809250,556539.0,1,1,1,1,1,0
558,139250,17809500,556546.0,1,1,1,1,1,0
559,139500,17809750,556554.0,1,1,1,1,1,0
560,139750,17810000,556562.0,0,1,1,1,1,0
561,140000,17810250,556570.0,0,1,1,1,1,0
562,140250,17810500,556578.0,0,1,1,1,1,0
563,140500,17810750,556585.0,0,1,1,1,1,0
597,149000,17819250,556851.0,0,1,1,1,1,0
598,149250,17819500,556859.0,0,1,1,1,1,0
599,149500,17819750,556867.0,0,1,1,1,1,0
600,149750,17820000,556875.0,1,0,1,1,1,0
601,150000,17820250,556882.0,1,0,1,1,1,0
602,150250,17820500,556890.0,1,0,1,1,1,0
603,150500,17820750,556898.0,1,0,1,1,1,0
637,159000,17829250,557164.0,1,0,1,1,1,0
638,159250,17829500,557171.0,1,0,1,1,1,0
639,159500,17829750,557179.0,1,0,1,1,1,0
640,159750,17830000,557187.0,0,0,1,1,1,0
641,160000,17830250,557195.0,0,0,1,1,1,0
642,160250,17830500,557203.0,0,0,1,1,1,0
643,160500,17830750,557210.0,0,0,1,1,1,0
676,168750,17839000,557468.0,0,0,1,1,1,0
677,169000,17839250,557476.0,0,0,1,1,1,0
678,169250,17839500,557484.0,0,0,1,1,1,0
679,169500,17839750,557492.0,0,0,1,1,1,0
680,169750,17840000,557500.0,1,1,0,1,1,0
681,170000,17840250,557507.0,1,1,0,1,1,0
682,170250,17840500,557515.0,1,1,0,1,1,0
683,170500,17840750,557523.0,1,1,0,1,1,0
717,179000,17849250,557789.0,1,1,0,1,1,0
718,179250,17849500,557796.0,1,1,0,1,1,0
719,179500,17849750,557804.0,1,1,0,1,1,0
720,179750,17850000,557812.0,0,1,0,1,1,0
721,180000,17850250,557820.0,0,1,0,1,1,0
722,180250,17850500,557828.0,0,1,0,1,1,0
723,180500,17850750,557835.0,0,1,0,1,1,0
757,189000,17859250,558101.0,0,1,0,1,1,0
758,189250,17859500,558109.0,0,1,0,1,1,0
759,189500,17859750,558117.0,0,1,0,1,1,0
760,189750,17860000,558125.0,1,0,0,1,1,0
761,190000,17860250,558132.0,1,0,0,1,1,0
762,190250,17860500,558140.0,1,0,0,1,1,0
763,190500,17860750,558148.0,1,0,0,1,1,0
797,199000,17869250,558414.0,1,0,0,1,1,0
798,199250,17869500,558421.0,1,0,0,1,1,0
799,199500,17869750,558429.0,1,0,0,1,1,0
800,199750,17870000,558437.0,0,0,0,1,1,0
801,200000,17870250,558445.0,0,0,0,1,1,0
802,200250,17870500,558453.0,0,0,0,1,1,0
803,200500,17870750,558460.0,0,0,0,1,1,0
835,208500,17878750,558710.0,0,0,0,1,1,0
836,208750,17879000,558718.0,0,0,0,1,1,0
837,209000,17879250,558726.0,0,0,0,1,1,0
838,209250,17879500,558734.0,0,0,0,1,1,0
